id,tweet,class
560,usairway screw big flight late flight made flight csm daryl let plane,negative
561,southwestair carol thrower passeng fort lauderdal airport,neutral
562,southwestair call someon monday custom relat disappoint treat custom servic,negative
563,unit next day,neutral
564,virginamerica wow blew mind,positive
565,unit feel poor church mous level dollar enough make grown man cri grown man tear happen,negative
566,americanair say dumb thing beat around bush flight cancel flightl prepar compass,negative
567,unit baggag check flight crew friendliest ever flight ogg lax,positive
568,unit cancel flight flight rebook ad flight drive denver thank,neutral
569,unit thank second flight alreadi got bump love,positive
570,southwestair fantast thank,positive
571,americanair mainten sit two day frozen line found board come faail mci,negative
572,unit denver gate destin santa agent ashley amaz job face angri travel kudo,positive
573,jetblu use point get back decid,neutral
574,americanair yes call number skype_wel worth recommend other,positive
575,unit solv final pick second time call thank respons dull work,positive
576,southwestair thank great custom servic far accid happen understand hope everyth work,positive
577,jetblu know flight deem dark flight,neutral
578,usairway pleas help hold hour chang flight stuck,negative
579,americanair wait hold hour,negative
580,unit question onboad volt outlet plane,neutral
581,jetblu chang made son pass print conf mine print express disappt jetblu,negative
582,usairway even leav airport sent bag philadelphia,negative
583,jetblu half hour wait unreal final first bag come sju need work,negative
584,americanair onlin flight notif,neutral
585,southwestair flight today rsw grr abl snag free agent check look like final set,positive
586,unit great hear thankyou much great appreci repli feel much settl,positive
587,unit flight suppos depart boston depart due issu find pilot thank lot,negative
588,virginamerica thank,positive
589,americanair everyth sort thank help excit get home tonight,positive
590,usairway submit request would appreci call eastern thank,neutral
591,usairway still ignor question usairway consist provid poor custom servic,negative
592,southwestair sorri thought done,neutral
593,jetblu custom year,neutral
594,jetblu wsj jetblu treat right disabledtravel thank hassl flight jamaica,positive
595,jetblu total would outsid view even camera readi haha evenmorespac evenmoreview,positive
596,southwestair thank day concert watch notic fist bump high five end rock version,positive
597,jetblu would dalla see grand babi miss much feel like piec heart,neutral
598,unit share alright especi sleep shitti airport get sleep night,negative
599,jetblu need anybodi els,positive
600,jetblu flyingitforward pereira colombia help kid cartago street deliv lot cloth pick donat,neutral
601,jetblu updat pleas flight continu delay,negative
602,southwestair thankyou,positive
603,jetblu thank,positive
604,unit elizabeth washington dull hook new connect flight gate super pleas,positive
605,unit chanc flight ewr pit cancel flight tomorrow,neutral
606,unit learn listen custom want want virginamerica ask custom want,negative
607,americanair anyth,neutral
608,southwestair wish allow access site award track,neutral
609,unit pilot ground personnel great job weather blame talk,positive
610,unit announc pre board address mobil disabl requir travel lot stuff preboard,neutral
611,unit bagag take cabin dont need check correct,neutral
612,southwestair insan traffic tri call schedul flight phone minut noth,negative
613,jetblu anywher,neutral
614,jetblu best seat board earli readi set,positive
615,unit least ord wait deplan catch clt chanc wait last second,neutral
616,americanair love much plane pleas follow back amaz bussin,positive
617,decis decis mandarinjourney unit love tri servic offer status match,neutral
618,americanair add ktn exist reserv let add onlin,negative
619,jetblu thank,positive
620,americanair thank recommend sit minut last updat min ago,positive
621,americanair thank guy got head milan wednesday big week famili,positive
622,southwestair offici custom support game will hold loser yeah,negative
623,jetblu compens delay cancel flightlat,neutral
624,americanair flight crew amp ground crew handl situat well text notif let catch wink delay,positive
625,unit airlin refus canadian passport less month remain valid go,neutral
626,virginamerica flight,neutral
627,unit think best first class ever gotten denver lax wonder,positive
628,southwestair black histori commerci realli sweet well done,positive
629,unit somehow knew wait airborn respond hack joker neveragain,negative
630,jetblu rude rep tri book famili vacat use trvl credit phone new rep help,negative
631,jetblu wait hpn plane hour sinc land gate pleas get plane,negative
632,jetblu thank,positive
633,southwestair miss mine terribl anniversari would amaz would mean luv air dontmakemebeg,positive
634,unit thank,positive
635,americanair also agent awar clear,negative
636,jetblu great thank,positive
637,jetblu fleet fleek,negative
638,americanair check pleas,neutral
639,usairway eaten day either lemm get buy burger across termin dobett usairwayssuck,negative
640,usairway thank bwi keep see differ stat delay await take delay,positive
641,jetblu worst view athlet watch team front seat chase van nogearnotrain,negative
642,unit lost loyal custom mileag plus card holder could driven florida quicker way worst trip ever,negative
643,southwestair thank thank thank,positive
644,unit call soon go tomorrow like show app good option,negative
645,southwestair guy fuck never forgiv,negative
646,unit gate agent hook altern flight way prevent constant issu would rock,negative
647,usairway got email ask checkin tmrw flight meant book someon pleas help wallstslumlord pkg,neutral
648,usairway dont need check status flight plane door malfunct get togeth,negative
649,jetblu vincenzolandino cbarrow take place unit simpli like non stop lucia,positive
650,virginamerica would love virgin like gopro,positive
651,jetblu flight depart phoenix,neutral
652,southwestair way help entri vega event boyfriend amp imaginedragon fan sinc awesom,neutral
653,unit thank repli contact custom care get clarif issu,positive
654,jetblu knew reason favorit airlin read answer twitter globe morn great job,positive
655,virginamerica first time fli virgin went sanfrancisco thank smooth ride easili new fav airlin,positive
656,jetblu thank much,positive
657,southwestair ohk thank inexpens airfar southwest travel around,positive
658,southwestair baggag claim alreadi chang recent bag come stop claim team idea go,negative
659,unit problem get fll iah sent make connect pleas let know,negative
660,americanair thank,positive
661,americanair advantag deactiv think deactiv custom acct without knowledg help,negative
662,southwestair follow send,neutral
663,usairway forgot password know usernam correct want use mile,neutral
664,usairway appreci respons,positive
665,usairway cours weather joke beat degre phl,neutral
666,usairway hold four hour never got connect came airport rep essenti told everyon els screw,negative
667,americanair thank acknowledg ife work well anyway mayb time upgrad lower profil system,negative
