id,tweet,class
504,unit unit start daili flight newark milan malpensa replac apr instead mar avgeek,neutral
505,delta jetblu gorgeous day hope flight back tomorrow pleasant thank,positive
506,delta jetblu flight say delay estim departur list arriv airport late flightr,neutral
507,airway usairway possibl follow,neutral
508,delta jetblu fleet fleek brandssayingba freberg,neutral
509,american americanair americanview view oregon seat flight,neutral
510,southwest southwestair paytontaylor love southwest payton taylor,positive
511,unit unit agent split reserv cancel flight refund credit wks,negative
512,delta jetblu haha everyth right chang thing slash twitter engag make even cooler bestairlin,positive
513,delta jetblu look forward get resolv touch,neutral
514,delta jetblu sure south breakfast though delay three hour,negative
515,american americanair joanna wonder new flight book friend help agent stress day thank,positive
516,delta jetblu learn famous apolog social media market twitter asset jet blue phd_mama_,negative
517,unit unit know would awesom provid complimentari entertain flight especi longer hour,neutral
518,southwest southwestair thank day concert watch notic fist bump high five end rock version,positive
519,southwest southwestair appreci rude solv much least cover cost stolen good,negative
520,delta jetblu request selfi somewher rocki milehighselfieclub,neutral
521,airway usairway suppos fli dalla help get new itinerari,neutral
522,southwest southwestair kirkwoodtig hmmm caribbean sound warm thank,positive
523,delta jetblu fleet fleek word,neutral
524,unit unit suck southwestair best,positive
525,airway usairway know door close minut takeoff stop tell flight leav minut board,negative
526,delta jetblu,neutral
527,american americanair well spell name wrong,neutral
528,airway usairway help employe chang board zone would space pump disciplin fail,negative
529,southwest southwestair rebook flight board bham,negative
530,southwest southwestair love love love southwest rock alway,positive
531,american americanair flight great fantast cabin crew land thankyou jfk,positive
532,unit unit hope see issu return flight tomorrow,negative
533,american americanair cancel flight previous request accept ticket number document number,neutral
534,southwest southwestair saw promo list plane monday fli two time qualif period,neutral
535,unit unit peopl get pretti tire action solv problem plus miss day vacat ski,negative
536,southwest southwestair despar need yall make nonstop bna tul cmon popular right annebevi paulbev mikeabramson,neutral
537,unit unit thank remind fun ride,positive
538,american americanair huge thank fix flight appreci custom servic could get seat assign next wife,positive
539,delta jetblu earli last month via expedia extra middl name initi attach last name,neutral
540,southwest southwestair pls help hold long time travel busi flight orf mci cancel flightl need get asap,negative
541,american americanair seem like queue time high wait agent almost hour flight got cancel flightl,negative
542,delta jetblu sure,positive
543,airway usairway right amp away,positive
544,delta jetblu jua jfk ask desk incred help thank,positive
545,unit unit hahahahaha tri alreadi,negative
546,american americanair liter told rather empti seat mom get come earlier amp take appoint wow,negative
547,unit unit cabin function mean take custom satisfact survey,neutral
548,american americanair americanview sweet home chicago,positive
549,virgin america virginamerica told check airlin regul first contact,neutral
550,unit unit thank much abl contact,positive
551,southwest southwestair hrs bag return flight cancel flightl mayb put coupl peopl,negative
552,unit unit flight work also,neutral
553,southwest southwestair current cancel flightlat indianapoli girlfriend strand idea help provid,neutral
554,unit unit horribl lost carseat expect use loner carseat safeti regul say illeg use use car seat,negative
555,virgin america virginamerica congrat got busi ewr sfo lax fuck unit sfo ewr clincher,negative
556,airway usairway help get respons usairwayssuck,negative
557,southwest southwestair alreadi book ticket august wait vacat,positive
558,delta jetblu rat bummer,negative
559,southwest southwestair love_dragonss holi fuckinf shit,positive
560,american americanair would love twitter app say follow,neutral
561,unit unit fli,neutral
562,unit unit possibl worst airlinegav three chanc second time week flight delay cancel flightl due mechan,negative
563,airway usairway much check golf club flight might overs,neutral
564,unit unit line iah iah airlinegeek avgeek,neutral
565,delta jetblu probabl anymor,neutral
566,unit unit d_goodspe follow mainten team thank tweet thank unit care,positive
567,southwest southwestair thank info quick respons,positive
568,airway usairway cardhold fli airway advantag card frustrat,negative
569,american americanair follow talent bdsm porn site new economi dungeon class come,negative
570,unit unit thank much help ton whoever twitter acct today deserv handshak hot chocol flight problemsolv,positive
571,southwest thank southwestair heartlanta,positive
572,southwest southwestair wife pts expir day ago plan flight book problem trip today anyth tight budget,neutral
573,southwest southwestair wonder nice agent austin help wish rememb name give proper kudo,positive
574,airway usairway americanair vega,neutral
575,unit unit start without robot respons,negative
576,unit unit need breakdown intern surcharg flight cover pleas help,neutral
577,unit unit thank next flight durango drive farmington new mexico work hit slope durango,neutral
578,southwest southwestair way get entri las vega event see imaginedragon perform destinationdragon,neutral
579,airway usairway except servic flight ind phx,positive
580,southwest southwestair plan implement call back system reflight book problem line hold hour,negative
581,southwest southwestair haha yeah make joke,neutral
582,virgin america virginamerica well t_but,positive
583,unit unit even look right call mad,negative
584,delta jetblu woman stole seat plane one sit elsewher standard protocol,negative
585,airway usairway flight phl sat snow expect abl switch earlier flight without penalti,neutral
586,airway usairway addit charg golf bag club shoe golf ball piec luggag check,neutral
587,unit unit instal work kick hour let back four wast hour,negative
588,unit unit send person plane get school ice want get stuck ansleyhutson emily_donneiiy,neutral
589,unit unit delay connect custom servic today abl pay final respect dear famili member thank,positive
